kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
K00792.01,FALSE POSITIVE,1.43377,1.268,1.8868,1976.3,0.31859,0.1372,46.58,0.0256,58.99,1920.0,3209.29,2.46,10.70949,67.78838,112.6,6017.0,4.22,0.02,1.339,1.083,15.122,15.561,15.088,14.934,14.832,13.985,13.638,13.579,0.021,19.38959,37.72846,0.4,-1.34,-0.00021,0.00026,-0.009,-0.105,0.106,0.035,-0.1,0.11
K00793.01,FALSE POSITIVE,10.31872,1.215,3.836,871.7,0.24701,0.03681,28.59,0.0944,78.15,876.0,139.26,5.92,9.85486,34.77519,38.2,5927.0,4.409,0.07,1.06,1.05,15.065,15.603,15.003,14.834,14.722,13.817,13.51,13.437,0.0,19.45678,37.71152,8.13,-7.13,-0.00697,0.0046,3.77,-3.47,5.12,2.83,-3.84,4.77
K00794.01,CONFIRMED,2.53918,0.238,2.4282,382.1,0.01772,1.46261,2.06,0.0355,88.28,1332.0,743.09,7.93,4.68046,34.03708,38.9,5519.0,4.35,0.14,1.062,0.921,15.026,15.535,14.987,14.808,14.762,13.812,13.465,13.358,0.085,19.42933,37.90564,-0.18,-0.06,3e-05,-0.00019,0.15,0.21,0.26,0.1,0.25,0.26
K00795.01,CONFIRMED,6.7703,0.838,2.0844,1304.0,0.03741,1.45164,2.77,0.064,86.84,812.0,102.87,15.21,6.56919,43.8404,50.8,5653.0,4.656,-0.84,0.679,0.767,15.591,16.126,15.562,15.362,15.258,14.318,13.91,13.828,0.005,19.39136,38.27343,-0.31,-0.73,0.0002,0.00057,0.09,0.065,0.11,0.05,-0.018,0.05
K00796.01,FALSE POSITIVE,0.44429,1.258,2.0792,10967.0,0.39611,0.42351,27.51,0.0101,39.97,1836.0,2706.26,1.641,40.64358,277.1132,299.7,5255.0,4.678,-0.72,0.636,0.709,15.748,16.397,15.713,15.47,15.327,14.33,13.832,13.751,0.0,19.39992,38.27515,5.224,-35.165,-0.0478,0.2722,1.47,-7.217,7.365,0.65,-7.91,7.94
K00812.02,CONFIRMED,20.06036,0.556,3.3203,1494.7,0.03646,3.09445,1.96,0.115,89.21,361.0,4.0,40.4,7.18028,27.24183,35.2,3950.0,4.754,-0.46,0.493,0.502,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.016,19.07195,39.27833,0.56,0.04,-0.00124,-0.0001,0.0,-0.03,0.03,-0.18,-0.15,0.23
K00812.03,CONFIRMED,46.1842,0.013,4.758,1394.7,0.03397,3.99779,1.83,0.2005,89.99,273.0,1.32,76.67,6.26055,18.02091,26.0,3950.0,4.754,-0.46,0.493,0.502,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.006,19.07194,39.27801,0.08,-1.12,-0.00044,0.00144,-0.07,0.04,0.08,-0.25,-0.06,0.26
K00116.04,CONFIRMED,23.98009,0.95,5.351,104.0,0.01188,0.05654,1.31,0.1602,85.45,649.0,41.94,11.98,4.17845,10.87813,17.1,5854.0,4.406,-0.12,1.012,0.951,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.096,20.05763,44.33791,1.2,1.28,-7e-05,-0.0001,0.1,-0.62,0.64,0.3,-0.46,0.53
K00812.04,CONFIRMED,7.82502,0.708,2.186,520.8,0.02231,2.54508,1.2,0.0614,87.99,494.0,14.05,20.2,3.83791,12.58285,15.9,3950.0,4.754,-0.46,0.493,0.502,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.048,19.07197,39.27813,1.18,-0.7,-0.00071,0.00031,0.31,-0.45,0.55,0.11,-0.58,0.59
K00813.01,CONFIRMED,3.89594,0.524,2.3111,8544.8,0.08689,2.31292,7.34,0.046,87.56,1005.0,241.62,12.29,35.58241,375.5263,370.8,5557.0,4.592,-0.3,0.774,0.866,15.725,16.318,15.676,15.471,15.299,14.364,13.969,13.924,0.0,19.64368,39.30833,0.026,-0.115,0.00211,-0.00111,-0.246,0.238,0.342,-0.01,-0.012,0.016
K00814.01,CONFIRMED,22.36646,0.4,5.228,986.8,0.02894,1.12517,2.32,0.1449,89.26,536.0,19.45,31.0,6.25146,25.5994,32.1,5395.0,4.615,-0.34,0.734,0.821,15.583,16.2,15.535,15.318,15.201,14.236,13.849,13.714,0.799,19.64737,39.52165,-0.15,-0.33,0.00016,-0.00016,0.08,-0.09,0.12,0.09,-0.21,0.23
K00801.01,CONFIRMED,1.62552,0.076,2.38963,7969.0,0.08054,1.28198,9.73,0.0265,89.22,1579.0,1467.41,5.6364,43.13538,712.5235,799.7,5539.0,4.322,0.16,1.106,0.935,15.001,15.595,14.923,14.746,14.625,13.656,13.355,13.307,0.0,19.59147,38.42279,0.147,-0.53,-0.00134,-0.00226,0.01,0.195,0.195,-0.037,-0.01,0.038
K00805.01,FALSE POSITIVE,10.32804,0.281,7.7915,16918.0,0.1188,0.23528,13.28,0.0888,88.54,843.0,119.31,10.988,76.94592,589.42316,636.8,5627.0,4.359,-0.1,1.024,0.874,15.646,16.254,15.594,15.386,15.256,14.332,13.883,13.844,0.0,19.17979,38.88642,0.088,-0.11,0.001,0.0008,-0.072,-0.022,0.075,-0.031,-0.042,0.053
K00806.01,CONFIRMED,143.2063,0.379,8.9302,10566.0,0.09404,1.83449,8.9,0.5336,89.83,308.0,2.14,125.8,45.13809,115.57215,138.8,5485.0,4.556,0.21,0.867,0.986,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,0.081,19.0189,38.94716,-0.232,-0.442,-0.0003,0.0009,-0.031,-0.042,0.052,0.031,-0.032,0.044
K00116.03,CONFIRMED,6.16488,0.646,3.262,55.8,0.00719,0.69664,0.79,0.0648,86.69,1021.0,256.35,11.19,2.69505,11.553,14.4,5854.0,4.406,-0.12,1.012,0.951,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.567,20.05761,44.33745,0.3,-0.34,1e-05,3e-05,-0.8,-0.22,0.8,-0.7,-0.04,0.7
K00806.02,CONFIRMED,60.32494,0.224,6.6188,20280.0,0.12874,2.37656,12.19,0.2998,89.83,411.0,6.77,77.04,88.82677,323.38303,347.2,5485.0,4.556,0.21,0.867,0.986,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,0.051,19.0189,38.94718,-0.316,-0.356,0.0011,0.0,-0.01,0.012,0.016,0.065,0.042,0.078
K00807.01,FALSE POSITIVE,1.5404,1.225,2.1541,816.1,0.25709,0.06102,25.69,0.0264,51.56,1470.0,1105.68,1.971,7.57038,32.00418,38.8,5663.0,4.53,0.21,0.915,1.034,15.974,16.573,15.894,15.718,15.607,14.629,14.281,14.171,0.0,19.12836,38.9206,-2.91,-3.71,0.00168,0.00205,-6.5,0.31,6.5,-6.6,0.18,6.6
K00809.01,CONFIRMED,1.59475,0.514,1.9604,15044.0,0.11588,1.77544,11.3,0.0258,85.25,1539.0,1329.42,6.203,62.03516,1015.921,1009.3,5934.0,4.491,-0.38,0.893,0.901,15.53,16.028,15.49,15.316,15.2,14.35,13.941,13.917,0.0,19.01425,39.02735,-0.31,-0.482,-0.0009,0.0006,0.009,-0.004,0.01,0.024,0.013,0.027
K00811.01,CONFIRMED,20.50589,0.26,4.0595,2105.5,0.04104,2.64998,3.41,0.1326,89.62,518.0,17.06,38.91,12.827,70.7299,78.5,4905.0,4.544,-0.04,0.761,0.739,15.398,16.241,15.343,15.036,14.877,13.842,13.251,13.216,0.722,19.28769,39.15325,-0.05,-0.1,0.00013,0.0001,-0.046,0.01,0.047,0.004,0.108,0.108
K00812.01,CONFIRMED,3.34022,0.466,1.9104,1632.6,0.03768,3.23586,2.03,0.0348,87.85,656.0,43.73,12.4,8.77729,58.18108,71.6,3950.0,4.754,-0.46,0.493,0.502,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.058,19.07193,39.27833,-0.59,0.05,0.00053,-0.00013,0.026,0.05,0.06,-0.15,-0.039,0.154
K00828.01,FALSE POSITIVE,2.50709,1.255,2.0067,1339.2,0.29512,0.11003,30.26,0.0365,67.79,1326.0,730.47,3.32,7.33752,50.67926,64.9,5926.0,4.506,-0.04,0.939,1.03,15.555,16.109,15.512,15.317,15.284,14.3,13.958,13.912,0.0,19.69192,40.49467,2.13,4.56,-0.002,-0.005,1.489,2.917,3.275,1.599,2.83,3.251
K00829.01,CONFIRMED,18.64933,0.08,4.4056,893.6,0.0271,1.97596,3.12,0.139,89.86,701.0,57.13,33.12,7.87108,36.00011,46.1,5775.0,4.405,0.16,1.053,1.026,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.0,19.36411,40.56251,-0.13,0.19,-0.00068,0.00041,0.42,-0.37,0.56,0.14,0.1,0.17
K00117.02,CONFIRMED,4.90145,0.529,4.1654,140.7,0.01114,0.3709,1.7,0.0586,86.1,1262.0,598.74,7.78,5.74328,33.18589,50.6,5847.0,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06,0.054,19.80189,48.20869,0.26,0.3,-6e-05,-1e-05,-0.57,-0.15,0.59,-0.7,0.0,0.7
K00829.02,CONFIRMED,9.75192,0.949,4.793,418.0,0.02404,0.044,2.76,0.0902,80.97,870.0,135.66,6.05,4.48698,24.25864,28.5,5775.0,4.405,0.16,1.053,1.026,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.482,19.3641,40.5626,-0.58,0.5,-0.00013,6e-05,0.16,0.03,0.16,-0.06,0.41,0.42
K00829.03,CONFIRMED,38.55765,0.911,5.794,993.0,0.03498,0.19756,4.02,0.2255,87.91,550.0,21.71,24.9,7.55261,32.64087,39.7,5775.0,4.405,0.16,1.053,1.026,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.0,19.36412,40.56244,0.14,-0.07,-0.00101,0.0007,0.47,-0.04,0.47,0.26,0.31,0.41
K00830.01,CONFIRMED,3.52563,0.12,2.59959,22335.0,0.13372,2.43681,11.58,0.0431,89.41,975.0,213.12,11.699,162.61552,2078.4102,1996.7,5150.0,4.572,0.08,0.793,0.855,15.224,15.961,15.142,14.908,14.758,13.767,13.295,13.234,0.0,19.37212,40.57736,0.1332,-0.1522,-0.00196,0.006,-0.01,-0.052,0.053,0.032,-0.231,0.233
K00816.01,CONFIRMED,7.74809,0.517,3.5957,2472.1,0.04662,1.06292,5.52,0.081,88.02,964.0,204.39,15.0,13.61848,106.29421,113.2,5973.0,4.439,0.36,1.085,1.181,15.67,16.254,15.609,15.42,15.327,14.412,14.113,14.106,0.097,19.63266,39.77141,0.11,-0.12,0.00054,-1e-05,-0.089,0.077,0.117,0.082,0.137,0.159
K00817.01,CONFIRMED,23.96794,0.416,3.827,1182.3,0.03141,3.03325,1.8,0.1322,89.47,329.0,2.77,45.2,5.80956,22.27284,27.5,3747.0,4.728,0.1,0.524,0.536,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312,0.01,18.92441,39.89827,-0.55,0.67,0.00068,-0.00088,-0.23,0.05,0.23,-0.17,0.32,0.36
K00817.02,CONFIRMED,8.29562,0.888,1.3421,824.3,0.03178,4.18931,1.82,0.0652,87.95,469.0,11.39,24.8,3.48477,15.26029,17.9,3747.0,4.728,0.1,0.524,0.536,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312,0.029,18.92442,39.89838,-0.13,1.06,0.00013,-0.00096,-0.33,0.5,0.6,-0.39,0.85,0.94
K00818.01,CONFIRMED,8.11437,0.573,2.2736,1558.0,0.0372,3.76716,2.1,0.0649,88.61,460.0,10.55,23.58,6.74594,45.58518,56.4,3692.0,4.753,0.28,0.517,0.553,15.877,17.474,16.091,15.192,14.705,13.405,12.723,12.492,0.024,19.25412,40.03318,-0.74,-0.8,0.00033,0.00054,0.08,-0.018,0.082,-0.588,-0.517,0.78
K00819.01,FALSE POSITIVE,38.03673,0.501,4.34617,82872.0,0.27018,6.21385,27.5,0.2252,89.63,500.0,14.81,78.037,456.11786,1785.2972,1300.0,5575.0,4.521,0.36,0.932,1.051,15.472,16.078,15.4,15.212,15.152,14.223,13.85,13.796,0.0,19.60986,40.05556,0.0081,0.0566,0.033,-0.075,-0.018,0.148,0.149,0.055,0.108,0.121
K00011.01,FALSE POSITIVE,3.74784,1.121,5.0642,616.0,0.15139,0.00878,13.65,0.046,53.12,1031.0,266.76,1.868,14.4345,98.60031,138.2,5514.0,4.569,-0.04,0.826,0.926,13.496,14.038,13.426,13.264,13.205,12.236,11.891,11.785,0.0,19.40415,50.26247,1.64,-9.57,-0.00079,0.0046,1.1,-11.11,11.17,1.06,-11.18,11.23
K00117.01,CONFIRMED,14.74915,0.173,6.0995,430.2,0.01886,0.55575,2.89,0.1221,89.47,874.0,137.91,18.56,11.1637,66.18706,107.4,5847.0,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06,0.0,19.80188,48.20859,-0.21,-0.06,2e-05,0.00011,0.34,0.24,0.42,0.19,0.38,0.43
K00821.01,CONFIRMED,21.81296,0.053,4.3791,1175.4,0.03095,2.39175,3.38,0.1495,89.92,639.0,39.33,39.183,6.41621,31.21894,37.8,5601.0,4.41,0.08,0.999,0.934,15.54,16.187,15.492,15.262,15.147,14.204,13.776,13.702,0.448,19.65179,40.15366,-0.16,-0.27,0.00016,0.00033,0.1,0.07,0.13,0.02,0.0,0.02
K00822.01,FALSE POSITIVE,7.91937,0.733,3.3148,15148.0,0.12198,1.13074,10.34,0.0737,87.3,814.0,104.0,15.534,47.53323,385.42834,389.0,5690.0,4.588,-0.4,0.776,0.852,15.805,16.346,15.757,15.572,15.446,14.482,14.112,14.055,0.0,18.90256,40.21791,-0.3,-0.324,0.0003,-0.0022,-0.015,0.006,0.016,-0.025,-0.065,0.07
K00824.01,CONFIRMED,15.37562,0.692,3.3169,15337.0,0.12103,2.43887,11.01,0.1121,88.73,600.0,30.54,31.24,33.11578,170.02856,166.0,4986.0,4.496,0.16,0.833,0.793,16.422,17.227,16.367,16.077,15.879,14.877,14.359,14.178,0.006,18.88356,40.35819,-0.39,-0.008,-0.0008,-0.002,0.008,-0.034,0.035,-0.063,0.093,0.112
K00825.01,CONFIRMED,8.10363,0.047,3.161,887.9,0.02636,2.33533,2.11,0.0712,89.87,687.0,52.82,20.09,7.00468,33.63707,39.3,4861.0,4.574,-0.08,0.732,0.733,15.289,16.117,15.221,14.933,14.748,13.749,13.223,13.172,0.0,18.88141,40.42162,-0.65,-0.75,0.00038,-0.00137,-0.02,0.2,0.2,-0.11,-0.24,0.26
K00825.02,CONFIRMED,4.71511,0.258,2.506,417.5,0.01827,2.42359,1.46,0.0496,88.96,823.0,108.84,14.18,3.76507,16.48935,21.3,4861.0,4.574,-0.08,0.732,0.733,15.289,16.117,15.221,14.933,14.748,13.749,13.223,13.172,0.02,18.88144,40.42145,0.44,-1.37,-0.00026,-0.00036,0.16,-0.13,0.21,0.11,-0.59,0.6
K00826.01,CONFIRMED,6.36584,0.524,2.9721,780.7,0.02628,1.41102,2.44,0.0659,87.92,914.0,165.33,14.46,7.3316,58.17086,70.8,5776.0,4.554,-0.18,0.849,0.939,15.09,15.594,15.032,14.874,14.799,13.882,13.522,13.493,0.871,19.40997,40.42048,0.07,-0.16,-1e-05,-4e-05,-0.025,0.042,0.049,-0.019,-0.131,0.133
K00827.01,FALSE POSITIVE,5.97582,0.941,3.065,962.4,0.03547,0.14724,3.86,0.066,81.71,1047.0,284.25,6.53,7.28102,42.54977,50.3,6108.0,4.471,-0.08,0.997,1.072,15.546,16.038,15.487,15.336,15.214,14.33,14.047,14.045,0.0,19.61493,40.41823,-0.06,1.33,9e-05,-0.00104,0.3,1.22,1.25,0.34,1.22,1.26
K00839.01,FALSE POSITIVE,2.44674,1.241,4.7211,1177.9,0.27853,0.01691,26.25,0.0351,44.81,1261.0,597.19,1.749,25.09719,98.78201,110.2,5764.0,4.548,-0.12,0.863,0.959,15.021,15.572,14.978,14.785,14.705,13.791,13.44,13.384,0.0,19.92836,40.87006,-97.44,26.11,0.07152,-0.01944,-7.286,2.749,7.787,-7.438,2.48,7.841
K00840.01,CONFIRMED,3.04033,0.736,1.8411,10859.0,0.10402,2.31195,8.99,0.0374,85.95,1021.0,257.29,10.41,50.34296,653.36066,568.2,5035.0,4.519,-0.06,0.791,0.754,15.028,15.823,14.978,14.687,14.505,13.514,13.016,12.922,0.0,19.95442,40.82228,0.483,-0.345,-0.00348,0.00219,0.243,-0.509,0.564,-0.01,0.115,0.116
K00841.01,CONFIRMED,15.33529,0.773,3.897,3081.4,0.056,0.81659,5.0,0.1179,87.95,610.0,32.67,21.65,13.14661,84.09906,86.6,5251.0,4.581,0.21,0.817,0.926,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118,0.0,19.48244,41.08584,-0.25,-0.16,0.00162,0.00184,-0.35,-0.35,0.49,-0.076,0.031,0.083
K00117.04,CONFIRMED,7.95825,0.706,4.377,50.0,0.00692,0.29918,1.06,0.0809,85.95,1074.0,314.15,10.01,2.97839,10.1684,14.7,5847.0,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06,0.628,19.80188,48.20877,0.08,0.58,-1e-05,-2e-05,0.75,-0.61,0.96,0.61,-0.46,0.76
K00841.02,CONFIRMED,31.33046,0.798,5.176,5073.8,0.0729,0.70448,6.5,0.1898,88.62,481.0,12.61,33.19,23.14095,110.02644,117.2,5251.0,4.581,0.21,0.817,0.926,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118,0.0,19.48245,41.08586,-0.05,-0.06,0.00168,0.0026,-0.25,-0.379,0.45,-0.081,-0.016,0.082
K00831.01,FALSE POSITIVE,3.90434,0.709,3.831,16228.0,0.12523,0.39988,12.28,0.0484,84.06,1104.0,351.05,6.856,110.27972,1224.3164,323.4,5810.0,4.526,-0.06,0.898,0.989,15.016,15.552,14.953,14.787,14.674,13.817,13.447,13.49,0.0,19.60379,40.54967,0.0657,-0.0282,0.00292,-0.00299,-0.05,0.123,0.132,0.075,-0.006,0.075
K00832.01,FALSE POSITIVE,9.28636,0.377,3.49949,44791.0,0.19639,2.67897,17.61,0.081,89.06,796.0,95.03,23.029,230.37978,1748.3405,1671.1,5670.0,4.523,-0.4,0.821,0.82,15.365,15.946,15.348,15.115,14.988,14.031,13.602,13.551,0.0,19.64959,40.53393,-0.1283,0.0505,-0.0022,-0.0112,-0.01,0.06,0.061,-0.097,-0.041,0.105
K00833.01,FALSE POSITIVE,3.95141,1.276,2.1862,2453.9,0.33134,0.19337,31.44,0.0482,76.4,1133.0,388.71,5.42,13.51156,110.66481,117.2,6046.0,4.539,-0.38,0.869,0.953,15.446,15.924,15.401,15.242,15.148,14.208,13.806,13.776,0.706,19.7003,40.50554,0.1,0.18,-0.00017,7e-05,0.171,-0.042,0.176,0.143,0.083,0.166
K00834.01,CONFIRMED,23.65369,0.008,8.2183,3341.8,0.05219,0.41907,7.89,0.1658,89.98,731.0,67.65,23.142,33.29563,188.42673,266.3,5739.0,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,0.032,19.19314,40.63785,0.037,0.106,-6e-05,-0.00023,0.007,0.019,0.02,-0.034,0.061,0.07
K00834.02,CONFIRMED,13.23352,0.014,6.7372,504.6,0.02028,0.3884,3.06,0.1126,89.95,888.0,146.67,15.32,6.20578,34.32359,49.1,5739.0,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,0.055,19.19315,40.63781,0.48,-0.03,-0.00023,3e-05,-0.26,-0.13,0.29,-0.31,-0.11,0.33
K00834.03,CONFIRMED,6.1556,0.235,4.9843,285.0,0.01534,0.40662,2.32,0.0676,88.56,1146.0,406.94,9.34,4.26638,26.27446,35.1,5739.0,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,0.0,19.19313,40.63803,-0.46,0.76,0.00013,-0.0002,-0.19,0.13,0.23,-0.22,0.18,0.28
K00834.04,CONFIRMED,2.09081,0.746,3.388,115.9,0.01069,0.1588,1.62,0.0329,77.03,1642.0,1718.04,3.32,3.5355,14.88052,19.9,5739.0,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,0.007,19.19311,40.63765,-1.22,-0.61,0.00014,7e-05,-0.03,0.82,0.82,-0.06,0.85,0.85
K00117.03,CONFIRMED,3.18003,0.196,3.5797,120.3,0.00999,0.5756,1.53,0.0439,88.34,1458.0,1066.86,6.751,5.30795,34.97047,50.4,5847.0,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06,0.307,19.80188,48.20862,-0.25,0.04,1e-05,2e-05,0.12,-0.34,0.36,-0.02,-0.22,0.22
K00834.05,CONFIRMED,50.44674,0.379,7.159,370.3,0.01767,0.97794,2.67,0.2747,89.57,568.0,24.64,50.9,5.10753,15.15746,19.4,5739.0,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,0.394,19.19315,40.63793,0.37,0.39,-0.00014,-0.00014,0.78,0.39,0.88,0.72,0.49,0.87
K00835.01,CONFIRMED,11.76307,0.048,2.9076,1037.3,0.02852,4.37951,2.35,0.0954,89.91,616.0,33.99,31.76,9.07897,39.5607,48.9,4959.0,4.603,0.16,0.756,0.849,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133,0.008,19.61347,40.66341,-0.21,0.01,-0.00062,0.00023,0.12,0.028,0.13,-0.22,-0.152,0.27
K00835.02,CONFIRMED,56.22793,0.7,3.57,862.7,0.02868,4.47051,2.37,0.2707,89.56,366.0,4.22,90.7,6.99186,16.4814,20.9,4959.0,4.603,0.16,0.756,0.849,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133,0.123,19.61347,40.66364,-0.34,0.84,-0.00041,-0.00053,-0.5,-0.19,0.53,-0.85,-0.43,0.95
K00836.01,FALSE POSITIVE,2.38405,1.178,3.0918,1268.1,0.22292,0.03902,17.06,0.0308,58.76,1010.0,244.87,2.27,7.4412,44.63489,50.5,4794.0,4.58,-0.22,0.701,0.683,15.836,16.733,15.793,15.451,15.271,14.226,13.613,13.518,0.0,19.97669,40.689,20.59,-8.07,-0.024,0.00931,5.798,-2.604,6.355,5.999,-2.459,6.483
K00837.01,CONFIRMED,7.95355,0.3,2.6312,875.4,0.02645,3.48717,2.25,0.0712,89.24,696.0,55.37,22.68,5.37159,31.88765,38.4,4768.0,4.536,0.18,0.779,0.759,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464,0.334,19.41058,40.75032,-0.21,0.18,0.0003,-9e-05,-0.05,-0.07,0.08,-0.04,-0.17,0.18
K00837.02,CONFIRMED,4.14452,0.004,2.3421,391.8,0.01744,2.87358,1.48,0.0461,89.99,864.0,132.08,13.767,4.52727,18.54898,22.8,4768.0,4.536,0.18,0.779,0.759,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464,0.997,19.41059,40.7503,0.17,0.09,-1e-05,0.0,0.17,-0.03,0.17,0.16,-0.14,0.22
K00838.01,FALSE POSITIVE,4.85939,1.259,2.2757,6044.3,0.35523,0.4563,38.33,0.0571,81.27,1114.0,364.23,8.29,30.7027,300.96277,269.7,6072.0,4.47,-0.1,0.988,1.05,15.311,15.812,15.269,15.097,15.033,14.173,13.785,13.634,0.0,19.48095,40.75971,-0.14,-0.166,0.00068,-0.00167,-0.138,0.088,0.163,-0.139,-0.098,0.17
K00850.01,CONFIRMED,10.52629,0.644,2.5211,9768.0,0.09514,3.85261,8.24,0.088,88.69,713.0,61.16,28.26,58.01924,488.70584,482.3,5386.0,4.553,-0.2,0.793,0.82,15.305,15.956,15.263,15.026,14.903,13.968,13.532,13.492,0.0,19.59188,41.66174,0.091,-0.122,-5e-05,0.00075,-0.012,-0.03,0.033,0.053,-0.17,0.178
K00851.01,CONFIRMED,4.58352,0.045,2.7055,3812.1,0.05629,2.30111,5.39,0.0535,89.81,1038.0,274.98,13.672,18.69816,212.06973,99.5,5815.0,4.54,-0.12,0.877,0.973,15.287,15.847,15.235,15.047,14.929,13.981,13.644,13.62,0.012,19.9458,41.7427,0.321,0.081,-0.00039,-0.00028,-0.03,-0.024,0.039,-0.072,-0.035,0.08
K00852.01,CONFIRMED,3.76182,0.926,3.5176,510.6,0.02566,0.06927,2.66,0.047,75.62,1121.0,372.62,3.73,4.28208,29.97192,35.9,5653.0,4.472,0.1,0.949,0.974,15.257,15.836,15.199,15.008,14.94,13.955,13.626,13.557,0.02,18.88775,41.83708,-0.17,-0.16,-0.00022,-0.00025,0.43,0.61,0.74,0.04,0.05,0.06
K00853.01,CONFIRMED,8.20397,0.823,2.9667,1024.4,0.03337,0.65082,3.01,0.0735,86.43,742.0,71.5,13.23,7.18147,44.77739,54.4,5015.0,4.499,0.1,0.826,0.785,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,0.009,19.10438,41.8085,0.0,0.37,2e-05,-0.0004,-0.085,0.13,0.15,-0.12,0.19,0.22
K00853.02,CONFIRMED,14.49645,0.97,4.016,647.5,0.03338,0.0859,3.01,0.1074,84.34,613.0,33.48,9.85,5.13066,20.8557,25.7,5015.0,4.499,0.1,0.826,0.785,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,0.036,19.10438,41.80819,0.13,-0.76,-7e-05,0.00049,0.05,0.23,0.24,0.01,0.31,0.31
K00842.01,CONFIRMED,12.7181,0.427,3.0957,1149.4,0.03087,2.98907,2.31,0.0934,89.17,562.0,23.6,29.5,7.30441,42.00254,52.7,4702.0,4.592,-0.22,0.686,0.67,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,0.832,19.52754,41.061,0.0,0.29,-0.00013,-7e-05,0.02,-0.16,0.16,-0.02,-0.02,0.03
K00842.02,CONFIRMED,36.06588,0.26,4.3246,1563.8,0.03528,3.78452,2.64,0.1871,89.77,397.0,5.88,63.84,10.34704,39.5479,51.7,4702.0,4.592,-0.22,0.686,0.67,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,0.622,19.52754,41.06095,0.02,0.1,-0.0002,0.0002,-0.05,-0.08,0.09,-0.1,0.08,0.13
K00843.01,CONFIRMED,4.19043,0.458,2.8589,2877.4,0.05008,1.28404,6.21,0.0535,87.52,1234.0,547.9,10.6,21.38905,245.59174,240.6,6073.0,4.392,0.2,1.135,1.163,15.27,15.8,15.211,15.043,14.951,14.069,13.77,13.624,0.0,19.56644,41.13764,-0.114,0.178,0.00026,0.0017,-0.033,-0.038,0.05,-0.091,0.163,0.186
K00844.01,CONFIRMED,3.70987,0.023,3.0694,2020.3,0.04069,1.22579,4.35,0.0471,89.86,1151.0,415.1,9.6255,9.24655,88.43494,116.1,5727.0,4.463,0.14,0.978,1.013,15.581,16.157,15.52,15.334,15.255,14.306,13.934,13.785,0.416,18.92429,41.34641,0.04,-0.19,-0.00025,8e-05,0.019,0.05,0.054,-0.03,-0.136,0.139
